date,region,disease,cases,deaths,recovered,population
2021-05-07,Kerala,Malaria,3692.0,24,3668,35000000
2021-05-14,Kerala,Malaria,2581.0,9,2572,35000000
2021-05-21,Kerala,Malaria,2984.0,21,2963,35000000
2021-05-28,Kerala,Malaria,1769.0,9,1760,35000000
2021-06-04,Kerala,Malaria,1736.0,5,1731,35000000
2021-06-11,Kerala,Malaria,1215.0,6,1209,35000000
2021-06-18,Kerala,Malaria,782.0,5,777,35000000
2021-06-25,Kerala,Malaria,328.0,0,328,35000000
2021-07-02,Kerala,Malaria,155.0,0,155,35000000
2021-07-09,Kerala,Malaria,50.0,0,50,35000000
2021-07-16,Kerala,Malaria,0.0,0,0,35000000
2021-07-23,Kerala,Malaria,49.0,0,49,35000000
2021-07-30,Kerala,Malaria,181.0,1,180,35000000
2021-08-06,Kerala,Malaria,444.0,2,442,35000000
2021-08-13,Kerala,Malaria,765.0,4,761,35000000
2021-08-20,Kerala,Malaria,1059.0,5,1054,35000000
2021-08-27,Kerala,Malaria,1236.0,4,1232,35000000
2021-09-03,Kerala,Malaria,1627.0,7,1620,35000000
2021-09-10,Kerala,Malaria,2330.0,12,2318,35000000
2021-09-17,Kerala,Malaria,3533.0,19,3514,35000000
2021-09-24,Kerala,Malaria,4545.0,26,4519,35000000
2021-10-01,Kerala,Malaria,4959.0,13,4946,35000000
2021-10-08,Kerala,Malaria,4761.0,34,4727,35000000
2021-10-15,Kerala,Malaria,7152.0,24,7128,35000000
2021-10-22,Kerala,Malaria,6254.0,36,6218,35000000
2021-10-29,Kerala,Malaria,7250.0,41,7209,35000000
2021-11-05,Kerala,Malaria,36631.0,248,36383,35000000
2021-11-12,Kerala,Malaria,9453.0,28,9425,35000000
2021-11-19,Kerala,Malaria,10817.0,69,10748,35000000
2021-11-26,Kerala,Malaria,9211.0,33,9178,35000000
2021-12-03,Kerala,Malaria,8505.0,29,8476,35000000
2021-12-10,Kerala,Malaria,12657.0,70,12587,35000000
2021-12-17,Kerala,Malaria,10146.0,60,10086,35000000
2021-12-24,Kerala,Malaria,10857.0,35,10822,35000000
2021-12-31,Kerala,Malaria,13344.0,51,13293,35000000
2022-01-07,Kerala,Malaria,11183.0,41,11142,35000000
2022-01-14,Kerala,Malaria,10106.0,62,10044,35000000
2022-01-21,Kerala,Malaria,11404.0,42,11362,35000000
2022-01-28,Kerala,Malaria,,49,10477,35000000
2022-02-04,Kerala,Malaria,12373.0,85,12288,35000000
2022-02-11,Kerala,Malaria,13053.0,52,13001,35000000
2022-02-18,Kerala,Malaria,11194.0,74,11120,35000000
2022-02-25,Kerala,Malaria,11564.0,40,11524,35000000
2022-03-04,Kerala,Malaria,9310.0,67,9243,35000000
2022-03-11,Kerala,Malaria,7835.0,53,7782,35000000
2022-03-18,Kerala,Malaria,9977.0,66,9911,35000000
2022-03-25,Kerala,Malaria,8711.0,62,8649,35000000
2022-04-01,Kerala,Malaria,7524.0,19,7505,35000000
2022-04-08,Kerala,Malaria,6997.0,25,6972,35000000
2022-04-15,Kerala,Malaria,4988.0,14,4974,35000000
2022-04-22,Kerala,Malaria,5388.0,15,5373,35000000
2022-04-29,Kerala,Malaria,4502.0,13,4489,35000000
2022-05-06,Kerala,Malaria,4143.0,14,4129,35000000
2022-05-13,Kerala,Malaria,2799.0,18,2781,35000000
2022-05-20,Kerala,Malaria,3052.0,9,3043,35000000
2022-05-27,Kerala,Malaria,2284.0,7,2277,35000000
2022-06-03,Kerala,Malaria,1804.0,5,1799,35000000
2022-06-10,Kerala,Malaria,1049.0,4,1045,35000000
2022-06-17,Kerala,Malaria,2291.0,9,2282,35000000
2022-06-24,Kerala,Malaria,387.0,1,386,35000000
2022-07-01,Kerala,Malaria,199.0,1,198,35000000
2022-07-08,Kerala,Malaria,46.0,0,46,35000000
2022-07-15,Kerala,Malaria,0.0,0,0,35000000
2022-07-22,Kerala,Malaria,40.0,0,40,35000000
2022-07-29,Kerala,Malaria,171.0,0,171,35000000
2022-08-05,Kerala,Malaria,347.0,1,346,35000000
2022-08-12,Kerala,Malaria,702.0,2,700,35000000
2022-08-19,Kerala,Malaria,1115.0,3,1112,35000000
2022-08-26,Kerala,Malaria,1446.0,6,1440,35000000
2022-09-02,Kerala,Malaria,1858.0,9,1849,35000000
2022-09-09,Kerala,Malaria,2132.0,11,2121,35000000
2022-09-16,Kerala,Malaria,3099.0,20,3079,35000000
2022-09-23,Kerala,Malaria,3307.0,8,3299,35000000
2022-09-30,Kerala,Malaria,4567.0,24,4543,35000000
2022-10-07,Kerala,Malaria,5197.0,28,5169,35000000
2022-10-14,Kerala,Malaria,6231.0,27,6204,35000000
2022-10-21,Kerala,Malaria,6310.0,30,6280,35000000
2022-10-28,Kerala,Malaria,6875.0,25,6850,35000000
2022-11-04,Kerala,Malaria,7913.0,47,7866,35000000
2022-11-11,Kerala,Malaria,10057.0,33,10024,35000000
2022-11-18,Kerala,Malaria,9884.0,42,9842,35000000
2022-11-25,Kerala,Malaria,8285.0,47,8238,35000000
2022-12-02,Kerala,Malaria,8541.0,44,8497,35000000
2022-12-09,Kerala,Malaria,10630.0,67,10563,35000000
2022-12-16,Kerala,Malaria,13112.0,93,13019,35000000
2022-12-23,Kerala,Malaria,9558.0,56,9502,35000000
2022-12-30,Kerala,Malaria,10540.0,77,10463,35000000
2023-01-06,Kerala,Malaria,11526.0,48,11478,35000000
2023-01-13,Kerala,Malaria,12937.0,76,12861,35000000
2023-01-20,Kerala,Malaria,11251.0,56,11195,35000000
2023-01-27,Kerala,Malaria,12733.0,78,12655,35000000
2023-02-03,Kerala,Malaria,10352.0,44,10308,35000000
2023-02-10,Kerala,Malaria,12488.0,55,12433,35000000
2023-02-17,Kerala,Malaria,10673.0,39,10634,35000000
2023-02-24,Kerala,Malaria,12140.0,76,12064,35000000
2023-03-03,Kerala,Malaria,10772.0,77,10695,35000000
2023-03-10,Kerala,Malaria,9613.0,53,9560,35000000
2023-03-17,Kerala,Malaria,40040.0,296,39744,35000000
2023-03-24,Kerala,Malaria,9652.0,70,9582,35000000
2023-03-31,Kerala,Malaria,8267.0,28,8239,35000000
2023-04-07,Kerala,Malaria,7675.0,30,7645,35000000
2023-04-14,Kerala,Malaria,5835.0,15,5820,35000000
2023-04-21,Kerala,Malaria,6121.0,21,6100,35000000
2023-04-28,Kerala,Malaria,4661.0,11,4650,35000000
2023-05-05,Kerala,Malaria,4524.0,14,4510,35000000
2023-05-12,Kerala,Malaria,3457.0,24,3433,35000000
2023-05-19,Kerala,Malaria,2387.0,9,2378,35000000
2023-05-26,Kerala,Malaria,1966.0,7,1959,35000000
2023-06-02,Kerala,Malaria,1505.0,6,1499,35000000
2023-06-09,Kerala,Malaria,6225.0,39,6186,35000000
2023-06-16,Kerala,Malaria,640.0,2,638,35000000
2023-06-23,Kerala,Malaria,450.0,2,448,35000000
2023-06-30,Kerala,Malaria,182.0,0,182,35000000
2023-07-07,Kerala,Malaria,37.0,0,37,35000000
2023-07-14,Kerala,Malaria,0.0,0,0,35000000
2023-07-21,Kerala,Malaria,46.0,0,46,35000000
2023-07-28,Kerala,Malaria,191.0,0,191,35000000
2023-08-04,Kerala,Malaria,344.0,1,343,35000000
2023-08-11,Kerala,Malaria,762.0,3,759,35000000
2023-08-18,Kerala,Malaria,943.0,3,940,35000000
2023-08-25,Kerala,Malaria,1765.0,9,1756,35000000
2023-09-01,Kerala,Malaria,2257.0,12,2245,35000000
2023-09-08,Kerala,Malaria,2764.0,16,2748,35000000
2023-09-15,Kerala,Malaria,17330.0,48,17282,35000000
2023-09-22,Kerala,Malaria,3352.0,22,3330,35000000
2023-09-29,Kerala,Malaria,4986.0,19,4967,35000000
2023-10-06,Kerala,Malaria,6067.0,15,6052,35000000
2023-10-13,Kerala,Malaria,6511.0,28,6483,35000000
2023-10-20,Kerala,Malaria,6925.0,44,6881,35000000
2023-10-27,Kerala,Malaria,8311.0,54,8257,35000000
2023-11-03,Kerala,Malaria,7320.0,22,7298,35000000
2023-11-10,Kerala,Malaria,7430.0,53,7377,35000000
2023-11-17,Kerala,Malaria,8035.0,41,7994,35000000
2023-11-24,Kerala,Malaria,9267.0,45,9222,35000000
2023-12-01,Kerala,Malaria,12156.0,82,12074,35000000
2023-12-08,Kerala,Malaria,11962.0,71,11891,35000000
2023-12-15,Kerala,Malaria,13105.0,71,13034,35000000
2023-12-22,Kerala,Malaria,12052.0,65,11987,35000000
2021-01-01,Kerala,Cholera,24228.0,298,23930,35000000
2021-01-08,Kerala,Cholera,2461.0,27,2434,35000000
2021-01-15,Kerala,Cholera,1960.0,27,1933,35000000
2021-01-22,Kerala,Cholera,9418.0,109,9309,35000000
2021-01-29,Kerala,Cholera,644.0,15,629,35000000
2021-02-05,Kerala,Cholera,243.0,2,241,35000000
2021-02-12,Kerala,Cholera,79.0,1,78,35000000
2021-02-19,Kerala,Cholera,0.0,0,0,35000000
2021-02-26,Kerala,Cholera,69.0,1,68,35000000
2021-03-05,Kerala,Cholera,233.0,3,230,35000000
2021-03-12,Kerala,Cholera,649.0,11,638,35000000
2021-03-19,Kerala,Cholera,984.0,27,957,35000000
2021-03-26,Kerala,Cholera,1605.0,26,1579,35000000
2021-04-02,Kerala,Cholera,15964.0,271,15693,35000000
2021-04-09,Kerala,Cholera,3362.0,53,3309,35000000
2021-04-16,Kerala,Cholera,3610.0,73,3537,35000000
2021-04-23,Kerala,Cholera,5859.0,172,5687,35000000
2021-04-30,Kerala,Cholera,6301.0,143,6158,35000000
2021-05-07,Kerala,Cholera,7870.0,206,7664,35000000
2021-05-14,Kerala,Cholera,6591.0,132,6459,35000000
2021-05-21,Kerala,Cholera,51141.0,815,50326,35000000
2021-05-28,Kerala,Cholera,9346.0,166,9180,35000000
2021-06-04,Kerala,Cholera,13115.0,201,12914,35000000
2021-06-11,Kerala,Cholera,13856.0,247,13609,35000000
2021-06-18,Kerala,Cholera,15111.0,321,14790,35000000
2021-06-25,Kerala,Cholera,11983.0,125,11858,35000000
2021-07-02,Kerala,Cholera,13141.0,224,12917,35000000
2021-07-09,Kerala,Cholera,14283.0,378,13905,35000000
2021-07-16,Kerala,Cholera,13838.0,280,13558,35000000
2021-07-23,Kerala,Cholera,15600.0,211,15389,35000000
2021-07-30,Kerala,Cholera,17657.0,408,17249,35000000
2021-08-06,Kerala,Cholera,19773.0,313,19460,35000000
2021-08-13,Kerala,Cholera,21984.0,645,21339,35000000
2021-08-20,Kerala,Cholera,19710.0,509,19201,35000000
2021-08-27,Kerala,Cholera,18225.0,386,17839,35000000
2021-09-03,Kerala,Cholera,15032.0,402,14630,35000000
2021-09-10,Kerala,Cholera,19132.0,535,18597,35000000
2021-09-17,Kerala,Cholera,14388.0,259,14129,35000000
2021-09-24,Kerala,Cholera,19157.0,510,18647,35000000
2021-10-01,Kerala,Cholera,15951.0,281,15670,35000000
2021-10-08,Kerala,Cholera,14627.0,376,14251,35000000
2021-10-15,Kerala,Cholera,17373.0,492,16881,35000000
2021-10-22,Kerala,Cholera,40385.0,1058,39327,35000000
2021-10-29,Kerala,Cholera,10819.0,228,10591,35000000
2021-11-05,Kerala,Cholera,10527.0,233,10294,35000000
2021-11-12,Kerala,Cholera,8726.0,217,8509,35000000
2021-11-19,Kerala,Cholera,10394.0,267,10127,35000000
2021-11-26,Kerala,Cholera,8826.0,145,8681,35000000
2021-12-03,Kerala,Cholera,8012.0,161,7851,35000000
2021-12-10,Kerala,Cholera,16917.0,250,16667,35000000
2021-12-17,Kerala,Cholera,4253.0,84,4169,35000000
2021-12-24,Kerala,Cholera,4253.0,108,4145,35000000
2021-12-31,Kerala,Cholera,2807.0,43,2764,35000000
2022-01-07,Kerala,Cholera,2133.0,49,2084,35000000
2022-01-14,Kerala,Cholera,1518.0,28,1490,35000000
2022-01-21,Kerala,Cholera,880.0,14,866,35000000
2022-01-28,Kerala,Cholera,582.0,17,565,35000000
2022-02-04,Kerala,Cholera,286.0,5,281,35000000
2022-02-11,Kerala,Cholera,76.0,1,75,35000000
2022-02-18,Kerala,Cholera,0.0,0,0,35000000
2022-02-25,Kerala,Cholera,323.0,4,319,35000000
2022-03-04,Kerala,Cholera,319.0,6,313,35000000
2022-03-11,Kerala,Cholera,622.0,9,613,35000000
2022-03-18,Kerala,Cholera,1251.0,28,1223,35000000
2022-03-25,Kerala,Cholera,1683.0,40,1643,35000000
2022-04-01,Kerala,Cholera,2585.0,48,2537,35000000
2022-04-08,Kerala,Cholera,3577.0,81,3496,35000000
2022-04-15,Kerala,Cholera,3296.0,82,3214,35000000
2022-04-22,Kerala,Cholera,4202.0,78,4124,35000000
2022-04-29,Kerala,Cholera,5057.0,76,4981,35000000
2022-05-06,Kerala,Cholera,6524.0,86,6438,35000000
2022-05-13,Kerala,Cholera,7703.0,174,7529,35000000
2022-05-20,Kerala,Cholera,7806.0,177,7629,35000000
2022-05-27,Kerala,Cholera,8720.0,177,8543,35000000
2022-06-03,Kerala,Cholera,10575.0,166,10409,35000000
2022-06-10,Kerala,Cholera,,129,10939,35000000
2022-06-17,Kerala,Cholera,13320.0,312,13008,35000000
2022-06-24,Kerala,Cholera,15147.0,235,14912,35000000
2022-07-01,Kerala,Cholera,16354.0,372,15982,35000000
2022-07-08,Kerala,Cholera,13049.0,364,12685,35000000
2022-07-15,Kerala,Cholera,20054.0,379,19675,35000000
2022-07-22,Kerala,Cholera,16779.0,465,16314,35000000
2022-07-29,Kerala,Cholera,18331.0,461,17870,35000000
2022-08-05,Kerala,Cholera,119715.0,2475,117240,35000000
2022-08-12,Kerala,Cholera,19522.0,512,19010,35000000
2022-08-19,Kerala,Cholera,16172.0,247,15925,35000000
2022-08-26,Kerala,Cholera,21328.0,628,20700,35000000
2022-09-02,Kerala,Cholera,18063.0,271,17792,35000000
2022-09-09,Kerala,Cholera,17182.0,250,16932,35000000
2022-09-16,Kerala,Cholera,15029.0,422,14607,35000000
2022-09-23,Kerala,Cholera,15759.0,313,15446,35000000
2022-09-30,Kerala,Cholera,18603.0,281,18322,35000000
2022-10-07,Kerala,Cholera,15668.0,249,15419,35000000
2022-10-14,Kerala,Cholera,53660.0,1516,52144,35000000
2022-10-21,Kerala,Cholera,13019.0,180,12839,35000000
2022-10-28,Kerala,Cholera,98147.0,1454,96693,35000000
2022-11-04,Kerala,Cholera,11630.0,266,11364,35000000
2022-11-11,Kerala,Cholera,9906.0,112,9794,35000000
2022-11-18,Kerala,Cholera,9561.0,150,9411,35000000
2022-11-25,Kerala,Cholera,8726.0,242,8484,35000000
2022-12-02,Kerala,Cholera,7608.0,204,7404,35000000
2022-12-09,Kerala,Cholera,6441.0,184,6257,35000000
2022-12-16,Kerala,Cholera,5568.0,139,5429,35000000
2022-12-23,Kerala,Cholera,3785.0,62,3723,35000000
2022-12-30,Kerala,Cholera,3102.0,71,3031,35000000
2023-01-06,Kerala,Cholera,2235.0,22,2213,35000000
2023-01-13,Kerala,Cholera,1375.0,34,1341,35000000
2023-01-20,Kerala,Cholera,1035.0,14,1021,35000000
2023-01-27,Kerala,Cholera,688.0,17,671,35000000
2023-02-03,Kerala,Cholera,2029.0,35,1994,35000000
2023-02-10,Kerala,Cholera,67.0,1,66,35000000
2023-02-17,Kerala,Cholera,0.0,0,0,35000000
2023-02-24,Kerala,Cholera,56.0,0,56,35000000
2023-03-03,Kerala,Cholera,234.0,3,231,35000000
2023-03-10,Kerala,Cholera,679.0,15,664,35000000
2023-03-17,Kerala,Cholera,893.0,19,874,35000000
2023-03-24,Kerala,Cholera,1357.0,35,1322,35000000
2023-03-31,Kerala,Cholera,2536.0,70,2466,35000000
2023-04-07,Kerala,Cholera,3754.0,93,3661,35000000
2023-04-14,Kerala,Cholera,3760.0,78,3682,35000000
2023-04-21,Kerala,Cholera,5749.0,115,5634,35000000
2023-04-28,Kerala,Cholera,5410.0,58,5352,35000000
2023-05-05,Kerala,Cholera,5975.0,60,5915,35000000
2023-05-12,Kerala,Cholera,8768.0,169,8599,35000000
2023-05-19,Kerala,Cholera,11106.0,158,10948,35000000
2023-05-26,Kerala,Cholera,8459.0,227,8232,35000000
2023-06-02,Kerala,Cholera,11577.0,236,11341,35000000
2023-06-09,Kerala,Cholera,12815.0,205,12610,35000000
2023-06-16,Kerala,Cholera,11741.0,323,11418,35000000
2023-06-23,Kerala,Cholera,11865.0,313,11552,35000000
2023-06-30,Kerala,Cholera,16144.0,340,15804,35000000
2023-07-07,Kerala,Cholera,19141.0,334,18807,35000000
2023-07-14,Kerala,Cholera,14901.0,361,14540,35000000
2023-07-21,Kerala,Cholera,15403.0,181,15222,35000000
2023-07-28,Kerala,Cholera,21219.0,233,20986,35000000
2023-08-04,Kerala,Cholera,17297.0,198,17099,35000000
2023-08-11,Kerala,Cholera,18307.0,298,18009,35000000
2023-08-18,Kerala,Cholera,15213.0,310,14903,35000000
2023-08-25,Kerala,Cholera,,493,18996,35000000
2023-09-01,Kerala,Cholera,18971.0,454,18517,35000000
2023-09-08,Kerala,Cholera,16883.0,184,16699,35000000
2023-09-15,Kerala,Cholera,16030.0,239,15791,35000000
2023-09-22,Kerala,Cholera,14151.0,289,13862,35000000
2023-09-29,Kerala,Cholera,15571.0,259,15312,35000000
2023-10-06,Kerala,Cholera,13216.0,190,13026,35000000
2023-10-13,Kerala,Cholera,14075.0,193,13882,35000000
2023-10-20,Kerala,Cholera,13447.0,205,13242,35000000
2023-10-27,Kerala,Cholera,13758.0,275,13483,35000000
2023-11-03,Kerala,Cholera,11319.0,227,11092,35000000
2023-11-10,Kerala,Cholera,10825.0,233,10592,35000000
2023-11-17,Kerala,Cholera,10207.0,150,10057,35000000
2023-11-24,Kerala,Cholera,6723.0,85,6638,35000000
2023-12-01,Kerala,Cholera,7599.0,215,7384,35000000
2023-12-08,Kerala,Cholera,7142.0,159,6983,35000000
2023-12-15,Kerala,Cholera,5470.0,74,5396,35000000
2023-12-22,Kerala,Cholera,4079.0,105,3974,35000000
2021-01-01,Kerala,Influenza,18027.0,22,18005,35000000
2021-01-08,Kerala,Influenza,17388.0,17,17371,35000000
2021-01-15,Kerala,Influenza,39194.0,38,39156,35000000
2021-01-22,Kerala,Influenza,17140.0,13,17127,35000000
2021-01-29,Kerala,Influenza,14950.0,18,14932,35000000
2021-02-05,Kerala,Influenza,12798.0,15,12783,35000000
2021-02-12,Kerala,Influenza,8748.0,10,8738,35000000
2021-02-19,Kerala,Influenza,9746.0,7,9739,35000000
2021-02-26,Kerala,Influenza,7828.0,6,7822,35000000
2021-03-05,Kerala,Influenza,7474.0,7,7467,35000000
2021-03-12,Kerala,Influenza,4882.0,5,4877,35000000
2021-03-19,Kerala,Influenza,4546.0,5,4541,35000000
2021-03-26,Kerala,Influenza,2444.0,2,2442,35000000
2021-04-02,Kerala,Influenza,2336.0,2,2334,35000000
2021-04-09,Kerala,Influenza,1287.0,0,1287,35000000
2021-04-16,Kerala,Influenza,768.0,0,768,35000000
2021-04-23,Kerala,Influenza,354.0,0,354,35000000
2021-04-30,Kerala,Influenza,81.0,0,81,35000000
2021-05-07,Kerala,Influenza,0.0,0,0,35000000
2021-05-14,Kerala,Influenza,99.0,0,99,35000000
2021-05-21,Kerala,Influenza,349.0,0,349,35000000
2021-05-28,Kerala,Influenza,856.0,0,856,35000000
2021-06-04,Kerala,Influenza,1189.0,1,1188,35000000
2021-06-11,Kerala,Influenza,2377.0,2,2375,35000000
2021-06-18,Kerala,Influenza,2472.0,2,2470,35000000
2021-06-25,Kerala,Influenza,3507.0,3,3504,35000000
2021-07-02,Kerala,Influenza,16405.0,22,16383,35000000
2021-07-09,Kerala,Influenza,6653.0,7,6646,35000000
2021-07-16,Kerala,Influenza,6610.0,7,6603,35000000
2021-07-23,Kerala,Influenza,7951.0,7,7944,35000000
2021-07-30,Kerala,Influenza,12067.0,6,12061,35000000
2021-08-06,Kerala,Influenza,13556.0,17,13539,35000000
2021-08-13,Kerala,Influenza,13529.0,8,13521,35000000
2021-08-20,Kerala,Influenza,16761.0,20,16741,35000000
2021-08-27,Kerala,Influenza,19467.0,19,19448,35000000
2021-09-03,Kerala,Influenza,16766.0,20,16746,35000000
2021-09-10,Kerala,Influenza,22486.0,11,22475,35000000
2021-09-17,Kerala,Influenza,20008.0,13,19995,35000000
2021-09-24,Kerala,Influenza,20697.0,28,20669,35000000
2021-10-01,Kerala,Influenza,17859.0,13,17846,35000000
2021-10-08,Kerala,Influenza,23397.0,13,23384,35000000
2021-10-15,Kerala,Influenza,21746.0,31,21715,35000000
2021-10-22,Kerala,Influenza,26050.0,33,26017,35000000
2021-10-29,Kerala,Influenza,21090.0,15,21075,35000000
2021-11-05,Kerala,Influenza,26515.0,39,26476,35000000
2021-11-12,Kerala,Influenza,19259.0,25,19234,35000000
2021-11-19,Kerala,Influenza,19916.0,28,19888,35000000
2021-11-26,Kerala,Influenza,26685.0,29,26656,35000000
2021-12-03,Kerala,Influenza,22364.0,12,22352,35000000
2021-12-10,Kerala,Influenza,104045.0,111,103934,35000000
2021-12-17,Kerala,Influenza,18559.0,24,18535,35000000
2021-12-24,Kerala,Influenza,19768.0,22,19746,35000000
2021-12-31,Kerala,Influenza,21924.0,28,21896,35000000
2022-01-07,Kerala,Influenza,15975.0,13,15962,35000000
2022-01-14,Kerala,Influenza,15620.0,10,15610,35000000
2022-01-21,Kerala,Influenza,13713.0,17,13696,35000000
2022-01-28,Kerala,Influenza,12979.0,8,12971,35000000
2022-02-04,Kerala,Influenza,12694.0,10,12684,35000000
2022-02-11,Kerala,Influenza,9507.0,5,9502,35000000
2022-02-18,Kerala,Influenza,9009.0,12,8997,35000000
2022-02-25,Kerala,Influenza,7425.0,5,7420,35000000
2022-03-04,Kerala,Influenza,6773.0,7,6766,35000000
2022-03-11,Kerala,Influenza,5735.0,6,5729,35000000
2022-03-18,Kerala,Influenza,4197.0,3,4194,35000000
2022-03-25,Kerala,Influenza,3217.0,2,3215,35000000
2022-04-01,Kerala,Influenza,2031.0,1,2030,35000000
2022-04-08,Kerala,Influenza,1400.0,1,1399,35000000
2022-04-15,Kerala,Influenza,678.0,0,678,35000000
2022-04-22,Kerala,Influenza,332.0,0,332,35000000
2022-04-29,Kerala,Influenza,81.0,0,81,35000000
2022-05-06,Kerala,Influenza,0.0,0,0,35000000
2022-05-13,Kerala,Influenza,98.0,0,98,35000000
2022-05-20,Kerala,Influenza,382.0,0,382,35000000
2022-05-27,Kerala,Influenza,877.0,1,876,35000000
2022-06-03,Kerala,Influenza,1583.0,1,1582,35000000
2022-06-10,Kerala,Influenza,1959.0,1,1958,35000000
2022-06-17,Kerala,Influenza,3211.0,4,3207,35000000
2022-06-24,Kerala,Influenza,3692.0,5,3687,35000000
2022-07-01,Kerala,Influenza,34828.0,49,34779,35000000
2022-07-08,Kerala,Influenza,5896.0,8,5888,35000000
2022-07-15,Kerala,Influenza,9001.0,10,8991,35000000
2022-07-22,Kerala,Influenza,8495.0,7,8488,35000000
2022-07-29,Kerala,Influenza,11022.0,6,11016,35000000
2022-08-05,Kerala,Influenza,12181.0,15,12166,35000000
2022-08-12,Kerala,Influenza,15825.0,23,15802,35000000
2022-08-19,Kerala,Influenza,15998.0,15,15983,35000000
2022-08-26,Kerala,Influenza,16159.0,23,16136,35000000
2022-09-02,Kerala,Influenza,20827.0,26,20801,35000000
2022-09-09,Kerala,Influenza,19931.0,26,19905,35000000
2022-09-16,Kerala,Influenza,206307.0,255,206052,35000000
2022-09-23,Kerala,Influenza,16896.0,24,16872,35000000
2022-09-30,Kerala,Influenza,19799.0,29,19770,35000000
2022-10-07,Kerala,Influenza,178838.0,122,178716,35000000
2022-10-14,Kerala,Influenza,24019.0,22,23997,35000000
2022-10-21,Kerala,Influenza,21774.0,21,21753,35000000
2022-10-28,Kerala,Influenza,22397.0,19,22378,35000000
2022-11-04,Kerala,Influenza,25353.0,30,25323,35000000
2022-11-11,Kerala,Influenza,23956.0,26,23930,35000000
2022-11-18,Kerala,Influenza,25897.0,20,25877,35000000
2022-11-25,Kerala,Influenza,21120.0,17,21103,35000000
2022-12-02,Kerala,Influenza,23205.0,13,23192,35000000
2022-12-09,Kerala,Influenza,22978.0,24,22954,35000000
2022-12-16,Kerala,Influenza,21246.0,12,21234,35000000
2022-12-23,Kerala,Influenza,16317.0,8,16309,35000000
2022-12-30,Kerala,Influenza,17647.0,12,17635,35000000
2023-01-06,Kerala,Influenza,17256.0,8,17248,35000000
2023-01-13,Kerala,Influenza,115472.0,109,115363,35000000
2023-01-20,Kerala,Influenza,13328.0,9,13319,35000000
2023-01-27,Kerala,Influenza,13959.0,8,13951,35000000
2023-02-03,Kerala,Influenza,11477.0,6,11471,35000000
2023-02-10,Kerala,Influenza,8952.0,4,8948,35000000
2023-02-17,Kerala,Influenza,10778.0,13,10765,35000000
2023-02-24,Kerala,Influenza,7952.0,4,7948,35000000
2023-03-03,Kerala,Influenza,7003.0,9,6994,35000000
2023-03-10,Kerala,Influenza,4891.0,3,4888,35000000
2023-03-17,Kerala,Influenza,4163.0,6,4157,35000000
2023-03-24,Kerala,Influenza,26778.0,39,26739,35000000
2023-03-31,Kerala,Influenza,2204.0,3,2201,35000000
2023-04-07,Kerala,Influenza,1115.0,0,1115,35000000
2023-04-14,Kerala,Influenza,643.0,0,643,35000000
2023-04-21,Kerala,Influenza,308.0,0,308,35000000
2023-04-28,Kerala,Influenza,71.0,0,71,35000000
2023-05-05,Kerala,Influenza,0.0,0,0,35000000
2023-05-12,Kerala,Influenza,96.0,0,96,35000000
2023-05-19,Kerala,Influenza,347.0,0,347,35000000
2023-05-26,Kerala,Influenza,755.0,0,755,35000000
2023-06-02,Kerala,Influenza,1193.0,1,1192,35000000
2023-06-09,Kerala,Influenza,2146.0,3,2143,35000000
2023-06-16,Kerala,Influenza,14846.0,9,14837,35000000
2023-06-23,Kerala,Influenza,3283.0,3,3280,35000000
2023-06-30,Kerala,Influenza,4528.0,6,4522,35000000
2023-07-07,Kerala,Influenza,7307.0,3,7304,35000000
2023-07-14,Kerala,Influenza,7449.0,11,7438,35000000
2023-07-21,Kerala,Influenza,7349.0,7,7342,35000000
2023-07-28,Kerala,Influenza,10663.0,5,10658,35000000
2023-08-04,Kerala,Influenza,13259.0,14,13245,35000000
2023-08-11,Kerala,Influenza,12752.0,14,12738,35000000
2023-08-18,Kerala,Influenza,17089.0,17,17072,35000000
2023-08-25,Kerala,Influenza,17023.0,16,17007,35000000
2023-09-01,Kerala,Influenza,20027.0,10,20017,35000000
2023-09-08,Kerala,Influenza,18164.0,9,18155,35000000
2023-09-15,Kerala,Influenza,19031.0,16,19015,35000000
2023-09-22,Kerala,Influenza,21349.0,14,21335,35000000
2023-09-29,Kerala,Influenza,18481.0,23,18458,35000000
2023-10-06,Kerala,Influenza,21486.0,29,21457,35000000
2023-10-13,Kerala,Influenza,23053.0,23,23030,35000000
2023-10-20,Kerala,Influenza,27989.0,30,27959,35000000
2023-10-27,Kerala,Influenza,22190.0,18,22172,35000000
2023-11-03,Kerala,Influenza,21080.0,19,21061,35000000
2023-11-10,Kerala,Influenza,23343.0,34,23309,35000000
2023-11-17,Kerala,Influenza,21957.0,24,21933,35000000
2023-11-24,Kerala,Influenza,24218.0,18,24200,35000000
2023-12-01,Kerala,Influenza,26079.0,37,26042,35000000
2023-12-08,Kerala,Influenza,23248.0,20,23228,35000000
2023-12-15,Kerala,Influenza,17270.0,24,17246,35000000
2023-12-22,Kerala,Influenza,18214.0,14,18200,35000000
2021-01-01,Kerala,COVID-19,17510.0,141,17369,35000000
2021-01-08,Kerala,COVID-19,16411.0,324,16087,35000000
2021-01-15,Kerala,COVID-19,71881.0,1505,70376,35000000
2021-01-22,Kerala,COVID-19,16826.0,183,16643,35000000
2021-01-29,Kerala,COVID-19,15143.0,235,14908,35000000
